SBD;HỌ VÀ TÊN;NGÀY SINH;TRƯỜNG;CƠ SỞ;TOÁN;VĂN;ANH;TỔNG ĐIỂM
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
;;;;;;;;0
